CAMIS,DBA,BORO,ZIPCODE,PHONE,CUISINE DESCRIPTION,INSPECTION DATE,ACTION,GRADE,SCORE,Latitude,Longitude
50101723,TACQUERIA FORT GREENE,Brooklyn,11205.0,+16469213513,Mexican,2023-03-16,Violations were cited in the following area(s).,B,27.0,40.692880035215,-73.972799395633
50101738,NEW CHINA RESTAURANT,Brooklyn,11226.0,+16465927467,Chinese,2022-07-09,Violations were cited in the following area(s).,A,7.0,40.643900676089,-73.95847424277
50101746,LA GRAN NAGUA BAKERY,Brooklyn,11207.0,+17189641698,Bakery Products/Desserts,2023-10-16,Violations were cited in the following area(s).,A,5.0,40.679248950448,-73.88678531847
50101751,PHO GRAND COUNTER,Manhattan,10002.0,+16468301268,Southeast Asian,2023-06-06,Violations were cited in the following area(s).,B,15.0,40.718502330547,-73.988084546292
50101762,LE CAP RESTAURANT & LOUNGE,Queens,11413.0,+16463638484,Caribbean,2022-03-18,Violations were cited in the following area(s).,A,13.0,40.676322639759,-73.741130126367
50101769,BROTHERS BAGEL,Brooklyn,11224.0,+17182662230,Bagels/Pretzels,2023-03-29,Violations were cited in the following area(s).,A,13.0,40.579860948914,-73.973025599117
50101770,ANTOJITOS DEL PATRON MEXICAN SNACKS,Brooklyn,11225.0,+13475339911,Mexican,2022-01-06,Violations were cited in the following area(s).,A,9.0,40.660836891861,-73.961102031593
50101771,CHINA DELIGHT,Brooklyn,11232.0,+19172149838,Chinese,2023-05-30,Violations were cited in the following area(s).,A,5.0,40.650577926881,-74.004602023401
50101772,NEW MIYABI,Staten Island,10302.0,+17188768088,Japanese,2024-01-05,Violations were cited in the following area(s).,A,12.0,40.625864559047,-74.134554699424
50101773,SHAKE SHACK,Manhattan,10019.0,+19175947392,Hamburgers,2023-05-26,Violations were cited in the following area(s).,A,9.0,40.763334557175,-73.982398119522
50101777,Mercado Ariana,Staten Island,10308.0,+17182270700,Mexican,2023-10-19,Violations were cited in the following area(s).,A,5.0,40.551683136086,-74.150536488581
50101797,DREAMERS COFFEE,Manhattan,10002.0,+13474815351,Coffee/Tea,2023-01-27,Violations were cited in the following area(s).,A,10.0,40.712941949496,-73.995231331932
50101824,BARI'S PIZZA,Staten Island,10304.0,+17188760002,Pizza,2022-10-20,Violations were cited in the following area(s).,A,12.0,40.627263320519,-74.076013041775
50101839,SAIGE CAFE,Queens,11357.0,+19179941878,Coffee/Tea,2023-06-20,Violations were cited in the following area(s).,A,7.0,40.792820037299,-73.796032755316
50101851,LE PETIT PARISIEN,Manhattan,10026.0,+19173762036,French,2023-03-08,Violations were cited in the following area(s).,B,25.0,40.80301368881,-73.948965175699
50101858,DUNKIN DONUTS,Queens,11105.0,+17187210872,Donuts,2023-09-05,Violations were cited in the following area(s).,A,4.0,40.774569868463,-73.912614738431
50101859,ZLS BBQ,Manhattan,10010.0,+16467819595,Chinese,2023-03-09,Violations were cited in the following area(s).,A,7.0,40.738568599511,-73.982516552582
50101863,DOMINO'S,Staten Island,10309.0,+13477057411,Pizza,2023-02-01,Violations were cited in the following area(s).,A,3.0,40.521548138883,-74.217059562214
50101864,OSTERIA DELBIANCO,Manhattan,10017.0,+12128385872,Italian,2023-02-28,Violations were cited in the following area(s).,A,4.0,40.757478964608,-73.976664045202
50101867,JAMOY,Manhattan,10012.0,+16465900122,American,2023-04-12,Violations were cited in the following area(s).,A,5.0,40.72883424962,-73.99931086713
50101872,KING MOTHER,Brooklyn,11218.0,+19174072815,Italian,2023-01-31,Violations were cited in the following area(s).,A,2.0,40.640110130456,-73.966893709218
50101878,DIM SUM PALACE,Manhattan,10019.0,+19176913882,Chinese,2023-03-28,Violations were cited in the following area(s).,A,12.0,40.7627376917,-73.975557575612
50101886,BRAZMEX CAFE,Queens,11694.0,+19292255879,Brazilian,2022-11-22,Violations were cited in the following area(s).,A,12.0,40.580542208432,-73.837640648687
50101896,Amores Cafe and Salad Juice Bar,Manhattan,10034.0,+13473403235,"Juice, Smoothies, Fruit Salads",2023-11-30,Violations were cited in the following area(s).,A,12.0,40.86938998294,-73.916615146727
50101905,KETTL TEA BOWERY,Manhattan,10012.0,+15164593607,Coffee/Tea,2022-09-06,Violations were cited in the following area(s).,A,8.0,40.726484436825,-73.991770385143
50101906,PARIS BAGUETTE,Manhattan,10018.0,+12015074805,French,2024-01-09,Violations were cited in the following area(s).,A,13.0,40.751403656504,-73.986598845024
50101919,GALLEGO SEAFOOD,Bronx,10453.0,+19176792875,Seafood,2023-04-19,Violations were cited in the following area(s).,A,10.0,40.858009533716,-73.901713723761
50101921,MAISONETTA,Bronx,10454.0,+16467534433,Mexican,2023-11-14,Violations were cited in the following area(s).,B,22.0,40.808465124817,-73.928995467564
50101922,CANTINA 33,Queens,11385.0,+13479161511,Latin American,2023-03-12,Violations were cited in the following area(s).,A,12.0,40.699974126861,-73.907505165233
50101925,POPEYES LOUISIANA KITCHEN,Queens,11416.0,+13479607566,Chicken,2023-03-15,Violations were cited in the following area(s).,A,12.0,40.691168817409,-73.838156336611
50101927,POPEYES LOUISIANA KITCHEN,Queens,11417.0,+17183743678,Chicken,2022-03-16,Violations were cited in the following area(s).,A,11.0,40.680329982095,-73.84431552325
50101928,MOMENTOS GRILL BAR & RESTAURANT,Queens,11368.0,+16466394679,Latin American,2023-03-09,Violations were cited in the following area(s).,B,22.0,40.747738256037,-73.865544667639
50101932,RESTAURANT EL MAGUEY,Brooklyn,11232.0,+13476892480,Mexican,2023-03-29,Violations were cited in the following area(s).,B,25.0,40.652468998942,-74.00631039332
50101942,MLB PATINA,Manhattan,10020.0,+15166959764,American,2023-03-28,Violations were cited in the following area(s).,A,12.0,40.760282020579,-73.98015728348
50101945,POPEYE'S LOUISIANA KITCHEN,Brooklyn,11204.0,+17182690496,Chicken,2024-01-08,Violations were cited in the following area(s).,A,10.0,40.61427394084,-73.98096443573
50101946,PALENQUE COLOMBIAN FOOD,Brooklyn,11211.0,+17189541955,Spanish,2023-02-08,Violations were cited in the following area(s).,A,10.0,40.712620990813,-73.944060399422
50101959,CHOCK FULL O' NUT,Brooklyn,11230.0,+16464962867,Coffee/Tea,2023-01-30,Violations were cited in the following area(s).,A,5.0,40.618234036542,-73.958003998446
50101962,1 OR 8,Brooklyn,11205.0,+17186872946,Japanese,2023-02-04,Violations were cited in the following area(s).,A,9.0,40.68951431762,-73.970280256932
50101980,& SONS HAM BAR,Brooklyn,11225.0,+17182840159,New American,2023-05-04,Violations were cited in the following area(s).,A,7.0,40.66160264974,-73.953629713001
50101981,MOJO DESSERTS,Manhattan,10029.0,+16094102928,Frozen Desserts,2023-03-08,Violations were cited in the following area(s).,A,7.0,40.788070931661,-73.948207478027
50101982,NEW LUCKY GARDEN,Staten Island,10301.0,+17182733228,Chinese,2023-01-30,Violations were cited in the following area(s).,A,5.0,40.641434230731,-74.094950086813
50101984,CHICKY'S,Queens,11426.0,+17183473300,Chicken,2023-12-20,Violations were cited in the following area(s).,Z,19.0,40.726314555688,-73.717216808304
50101985,MCDONALD'S,Queens,11421.0,+19784630528,Hamburgers,2023-01-30,Violations were cited in the following area(s).,A,2.0,40.693080924725,-73.853751617939
50101986,DUNKIN,Manhattan,10036.0,+13472063848,Donuts,2023-11-28,Violations were cited in the following area(s).,A,3.0,40.758605463649,-73.983233201904
50101988,HI HELLO CREPES,Brooklyn,11206.0,+17185778537,Coffee/Tea,2022-08-26,Violations were cited in the following area(s).,A,10.0,40.708421154413,-73.943371409383
50101991,GREAT WALL,Bronx,10451.0,+17189935420,Chinese,2022-09-23,Violations were cited in the following area(s).,A,12.0,40.819706195424,-73.926757836142
50102000,6th AVE CAFE INC,Brooklyn,11220.0,+19293376522,Chinese,2022-11-23,Violations were cited in the following area(s).,B,23.0,40.643468782903,-74.007635587002
50102001,SAKANA SUSHI & HIBACHI STEAKHOUSE,Staten Island,10304.0,+17189877999,Steakhouse,2023-10-12,Violations were cited in the following area(s).,Z,46.0,40.589772004614,-74.101187997702
50102007,ROME TO BROOKLYN PIZZA,Brooklyn,11211.0,+13473422307,Pizza,2023-01-23,Violations were cited in the following area(s).,A,8.0,40.711739342244,-73.942888835542
50102013,CHINA DRAGON,Brooklyn,11218.0,+19176246620,Chinese,2023-05-22,Violations were cited in the following area(s).,A,11.0,40.631120572185,-73.976380551707
50102014,NEW MOON,Manhattan,10016.0,+12127792828,Chinese,2023-11-20,Violations were cited in the following area(s).,A,10.0,40.742435105689,-73.977546264664
50102018,KISSAKI OMAKASE,Manhattan,10003.0,+12125771150,Japanese,2023-08-15,Violations were cited in the following area(s).,B,15.0,40.725427726877,-73.992127692336
50102026,PARIS BAGUETTE,Manhattan,10001.0,+19148750404,Bakery Products/Desserts,2023-07-17,Violations were cited in the following area(s).,A,7.0,40.748799396186,-73.992204320299
50102031,MOGE TEE,Manhattan,10010.0,+16463705846,"Juice, Smoothies, Fruit Salads",2022-09-26,Violations were cited in the following area(s).,A,12.0,40.736289824998,-73.978832944916
50102033,BENVENUTO PIZZA,Bronx,10453.0,+17189758110,Pizza,2023-09-11,Violations were cited in the following area(s).,A,12.0,40.858725929446,-73.905002403301
50102035,LE SIA,Manhattan,10036.0,+16465595220,Chinese,2023-04-05,Violations were cited in the following area(s).,A,9.0,40.760648437484,-73.991018928325
50102039,LA ADELITA DE WOODSIDE RESTAURANT,Queens,11377.0,+19173961295,Mexican,2023-12-28,Violations were cited in the following area(s).,A,13.0,40.74455485444,-73.9112287509
50102047,MOMO'S MEDITERRANEAN GRILL,Brooklyn,11208.0,+17185522270,Mediterranean,2023-03-06,Violations were cited in the following area(s).,A,13.0,40.679248573779,-73.863740010575
50102068,DOLLYS SWING & DIVE,Brooklyn,11249.0,+19044145095,American,2022-09-28,Violations were cited in the following area(s).,A,12.0,40.720777290993,-73.961207608851
50102069,PIGGYBACK,Manhattan,10001.0,+12122390570,Asian/Asian Fusion,2022-10-21,Violations were cited in the following area(s).,A,12.0,40.747783735442,-73.99086187087
50102071,"DUNKIN', 'BASKIN ROBBINS",Queens,11102.0,+17189563582,Donuts,2023-04-04,Violations were cited in the following area(s).,A,10.0,40.766783690314,-73.921159248949
50102072,JERRY'S HAMBURGER PLACE,Bronx,10455.0,+16469194782,Hamburgers,2023-02-07,Violations were cited in the following area(s).,A,10.0,40.813232875208,-73.916909760073
50102073,YUMMY TACO CHEN,Staten Island,10305.0,+17188180928,Tex-Mex,2022-10-26,Violations were cited in the following area(s).,A,8.0,40.616582916359,-74.067990127053
50102079,SEAMORE'S MARKET BAR @ URBANSPACE,Manhattan,10019.0,+16462567354,Seafood,2022-07-27,Violations were cited in the following area(s).,A,2.0,40.761997729789,-73.981568213506
50102084,LA PECORA BIANCA,Manhattan,10018.0,+12129244040,Italian,2023-01-04,Violations were cited in the following area(s).,A,11.0,40.752558681876,-73.982718597622
50102087,FUNNY BBQ BAR,Brooklyn,11220.0,+17186336868,Chinese,2022-08-30,Violations were cited in the following area(s).,A,13.0,40.638495364319,-74.005433508117
50102109,KUIH CAFE,Manhattan,10002.0,+13479889318,Bakery Products/Desserts,2022-10-07,Violations were cited in the following area(s).,A,5.0,40.715908936225,-73.993102798193
50102112,GOLDEN SHOVEL COFFEE,Brooklyn,11215.0,+13475579818,Coffee/Tea,2023-07-06,Violations were cited in the following area(s).,A,13.0,40.668662416485,-73.985245725398
50102118,TACO BELL CANTINA #036012,Manhattan,10018.0,+1332_213_00,Tex-Mex,2023-06-26,Violations were cited in the following area(s).,A,12.0,40.750972765337,-73.986912934982
50102126,MCDONALD'S,Brooklyn,11236.0,+17182885969,Hamburgers,2024-01-12,Violations were cited in the following area(s).,A,9.0,40.644546694874,-73.901654618308
50102137,NEW TOP TACO & CHINA,Brooklyn,11235.0,+17189347751,Tex-Mex,2022-11-01,Violations were cited in the following area(s).,A,4.0,40.586502086996,-73.952349947003
50102138,NEW ZHONG HAN MIAN SHI (STE #30),Queens,11354.0,+19292943857,Chinese,2023-05-15,Violations were cited in the following area(s).,A,12.0,40.759777908235,-73.829235428489
50102146,EATZY CHINESE,Queens,11372.0,+17185339131,Bangladeshi,2023-01-11,Violations were cited in the following area(s).,A,11.0,40.748256538436,-73.893889370291
50102148,AJI SUSHI HOUSE,Queens,11105.0,+17187778889,Japanese,2022-12-01,Violations were cited in the following area(s).,Z,49.0,40.774247920703,-73.908062325287
50102156,KAI SUSHI ASIAN FUSION,Bronx,10461.0,+17188637900,Asian/Asian Fusion,2022-08-09,Violations were cited in the following area(s).,A,12.0,40.843741011885,-73.845543588199
50102158,SAIKAI RAMEN,Staten Island,10314.0,+19176673368,Other,2022-09-15,Violations were cited in the following area(s).,A,13.0,40.623060321028,-74.149304005968
50102159,SOBOL,Queens,11360.0,+16467626567,"Juice, Smoothies, Fruit Salads",2023-03-29,Violations were cited in the following area(s).,A,12.0,40.778314518041,-73.777128259746
50102163,BARBUTO WEST,Manhattan,10014.0,+12129249700,Italian,2022-06-01,Violations were cited in the following area(s).,B,27.0,40.738742481058,-74.009223489878
50102172,OLLIE,Manhattan,10014.0,+16465903982,Continental,2023-02-25,Violations were cited in the following area(s).,A,12.0,40.728954917194,-74.004888883436
50102204,TASTE GOOD,Queens,11373.0,+17188988001,Southeast Asian,2022-05-06,Violations were cited in the following area(s).,A,10.0,40.741630701753,-73.882640744348
50102221,LUCY'S VIETNAMESE,Brooklyn,11249.0,+13479161127,Southeast Asian,2023-03-01,Violations were cited in the following area(s).,A,5.0,40.718802975843,-73.958835040092
50102222,JADE BAMBOO CHINESE CUISINE,Queens,11379.0,+13474005587,Chinese,2023-03-22,Violations were cited in the following area(s).,A,12.0,40.718270218105,-73.872573948486
50102228,BEBE FRITAY GROUP,Queens,11429.0,+17184894111,Caribbean,2023-05-22,Violations were cited in the following area(s).,A,13.0,40.703500930952,-73.749521482152
50102230,RH NY GUESTHOUSE,Manhattan,10014.0,+19173273073,American,2023-11-15,Violations were cited in the following area(s).,A,13.0,40.739395890824,-74.007018726294
50102234,TERIYAKI MONSTER,Queens,11358.0,+17183210762,Chinese,2022-11-25,Establishment re-opened by DOHMH.,Z,9.0,40.758308028927,-73.804274967813
50102240,EMILY'S BAKERY,Brooklyn,11218.0,+17186331832,Mexican,2023-12-04,Violations were cited in the following area(s).,A,12.0,40.631312889894,-73.977284769348
50102250,XOXO KITCHEN & BAKERY,Queens,11385.0,+15189307739,American,2023-02-09,Violations were cited in the following area(s).,A,7.0,40.69936542047,-73.904923811553
50102251,GONG CHA,Brooklyn,11210.0,+13472210679,"Juice, Smoothies, Fruit Salads",2022-12-12,Violations were cited in the following area(s).,A,10.0,40.632694725153,-73.947521499867
50102262,ORCHID GARDEN CHINESE RESTAURANT,Brooklyn,11214.0,+17188372017,Chinese,2023-02-15,Violations were cited in the following area(s).,A,10.0,40.614014767599,-74.000450224454
50102277,KUNG FU TEA,Manhattan,10002.0,+19175828883,Coffee/Tea,2022-10-13,Violations were cited in the following area(s).,A,12.0,40.717146896056,-73.994372471007
50102282,MISAKI,Staten Island,10309.0,+17189668882,Japanese,2023-08-30,Violations were cited in the following area(s).,A,12.0,40.54235091781,-74.208236910242
50102283,HOUSE PARTY CAFE & LOUNGE,Brooklyn,11221.0,+1718_676012,American,2022-11-02,Violations were cited in the following area(s).,A,4.0,40.688680971418,-73.916741039938
50102295,GREEK XPRESS,Manhattan,10018.0,+13477015000,Greek,2024-01-16,Violations were cited in the following area(s).,A,12.0,40.755463469352,-73.989615544923
50102296,BIG JOHN'S COFFEE SHOP & GRILL,Brooklyn,11232.0,+17189651808,American,2023-05-08,Violations were cited in the following area(s).,A,13.0,40.656682392449,-74.001964238953
50102300,ZHU'S KITCHEN,Bronx,10459.0,+17185423921,Chinese,2023-09-13,Violations were cited in the following area(s).,Z,26.0,40.826792498016,-73.891310175043
50102310,ELEVA COFFEE,Brooklyn,11222.0,+13472944200,Coffee/Tea,2023-08-31,Violations were cited in the following area(s).,A,11.0,40.736714911783,-73.957712527369
50102311,MERCHANTS NY,Manhattan,10011.0,+12123667267,Other,2023-03-31,Violations were cited in the following area(s).,A,13.0,40.742980711395,-73.996463381342
50102315,LONG CHENG RESTAURANT,Brooklyn,11208.0,+13478662921,Chinese,2023-04-26,Violations were cited in the following area(s).,A,9.0,40.679861923326,-73.884920298154
50102319,KRISPY KREME,Manhattan,10018.0,+12127768176,Bakery Products/Desserts,2022-04-25,Violations were cited in the following area(s).,A,12.0,40.751499715092,-73.986530249726
50102325,CALIBELLA BAKERY & PIQUETEADERO,Queens,11385.0,+19174352543,Bakery Products/Desserts,2022-10-24,Violations were cited in the following area(s).,A,10.0,40.702974557758,-73.907995093479
50102329,PINE AND GINGER,Brooklyn,11206.0,+13478449004,Caribbean,2022-12-01,Violations were cited in the following area(s).,C,28.0,40.701811920447,-73.943726881312
50102338,JUICE N SHAKE,Queens,11372.0,+17184409172,"Juice, Smoothies, Fruit Salads",2022-02-24,Violations were cited in the following area(s).,C,36.0,40.747251296882,-73.887438032645
50102339,ONE TWO THAI,Manhattan,10016.0,+16469186144,Thai,2023-02-07,Establishment re-opened by DOHMH.,Z,11.0,40.745534349385,-73.9797322298
50102340,LEVAIN BAKERY,Manhattan,10012.0,+12672404113,Bakery Products/Desserts,2022-10-25,Violations were cited in the following area(s).,A,7.0,40.726037206979,-73.99457736616
50102343,HALAL FRESH FOOD,Bronx,10456.0,+17184108202,African,2022-06-21,Violations were cited in the following area(s).,A,0.0,40.829892103159,-73.915045976555
50102352,Gong Cha,Queens,11101.0,+17184339868,Other,2023-04-19,Violations were cited in the following area(s).,A,3.0,40.75037060972,-73.940314714153
50102361,CASA DEL MOLCAJETE,Staten Island,10304.0,+13472954303,Mexican,2023-10-20,Violations were cited in the following area(s).,A,12.0,40.626495096047,-74.07553663701
50102368,ANANDA,Manhattan,10012.0,+12125337290,Indian,2023-01-25,Violations were cited in the following area(s).,B,19.0,40.728880910391,-73.999271178338
50102376,ZERDA,Brooklyn,11201.0,+13479874716,Mediterranean,2022-12-05,Violations were cited in the following area(s).,A,10.0,40.688318210432,-73.989362817057
50102379,KENNEDY FRIED CHICKEN AND PIZZA,Bronx,10453.0,+13479449117,Chicken,2023-07-03,Violations were cited in the following area(s).,B,18.0,40.852080009768,-73.903894977537
50102385,THE PINEAPPLE CLUB,Manhattan,10009.0,+12126978600,New American,2023-03-08,Violations were cited in the following area(s).,A,13.0,40.725270354588,-73.983472522417
50102392,BAR DECO (41st floor),Manhattan,10007.0,+12122028000,American,2023-06-06,Violations were cited in the following area(s).,A,7.0,40.710967893711,-74.012357769399
50102393,2 BROS PIZZA,Manhattan,10018.0,+1212_239111,Pizza,2023-04-11,Violations were cited in the following area(s).,A,12.0,40.754873541394,-73.992062838485
50102396,SALTWATER COFFEE,Manhattan,10011.0,+19178812245,Coffee/Tea,2023-11-16,Violations were cited in the following area(s).,A,13.0,40.732715349262,-73.99966443401
50102397,BAYA BAR,Brooklyn,11209.0,+17182134702,"Juice, Smoothies, Fruit Salads",2023-05-25,Violations were cited in the following area(s).,A,2.0,40.617759281802,-74.033372516581
50102402,ZAO MEN QIAN,Queens,11355.0,+19293058205,Chinese,2022-03-31,Violations were cited in the following area(s).,A,12.0,40.750451871375,-73.818933482356
50102428,SUNDAYS WELL,Manhattan,10016.0,+16467073190,American,2022-12-12,Violations were cited in the following area(s).,A,10.0,40.740885045549,-73.981657076379
50102435,DIM SUM CHELSEA,Manhattan,10011.0,+12126450100,Chinese,2023-02-23,Violations were cited in the following area(s).,B,17.0,40.744718195066,-73.99888846218
50102436,YUE WONG RESTAURANT,Manhattan,10013.0,+16466092331,Chinese,2023-06-12,Establishment re-opened by DOHMH.,Z,3.0,40.715442514687,-73.997951054863
50102459,RAKU IT'S JAPANESE,Manhattan,10022.0,+12123553272,Japanese,2023-10-16,Violations were cited in the following area(s).,B,15.0,40.756840453612,-73.969326057646
50102460,GONG CHA,Manhattan,10019.0,+12126592513,Coffee/Tea,2023-06-22,Violations were cited in the following area(s).,A,5.0,40.760343102519,-73.984712755771
50102461,BAJIBAJI,Manhattan,10003.0,+12127773888,Chinese,2023-01-30,Violations were cited in the following area(s).,A,5.0,40.728086685371,-73.984929447145
50102465,LA QUINTA INNS AND SUITES,Manhattan,10023.0,+12127219770,American,2022-06-06,Violations were cited in the following area(s).,C,54.0,40.776179253854,-73.977982557122
50102474,ELK CAFE,Brooklyn,11218.0,+13474394780,Coffee/Tea,2022-06-21,Violations were cited in the following area(s).,A,12.0,40.655021472075,-73.973387929973
50102481,BAGELS ON THE AVE,Queens,11103.0,+17187210600,American,2022-05-19,Violations were cited in the following area(s).,A,10.0,40.766057975173,-73.919575298817
50102486,A TASTE OF THE PALACE,Bronx,10463.0,+13472027208,Middle Eastern,2022-01-26,Violations were cited in the following area(s).,A,10.0,40.8871471515,-73.904484234785
50102488,NEW FU JU LOU,Brooklyn,11220.0,+19176500811,Chinese,2022-09-01,Violations were cited in the following area(s).,B,22.0,40.641780807695,-74.006583229442
50102493,SUBWAY,Queens,11413.0,+19174455726,Sandwiches,2023-10-13,Violations were cited in the following area(s).,A,13.0,40.666420819527,-73.756794867269
50102528,LA FLOR VIEJA,Queens,11106.0,+13474486231,Mexican,2022-03-01,Violations were cited in the following area(s).,B,17.0,40.763902628136,-73.922530837505
50102541,BAO BAO,Manhattan,10018.0,+19179652214,Chinese,2023-03-28,Violations were cited in the following area(s).,A,12.0,40.754414918467,-73.989049030637
50102547,PETRIE COURT CAFE,Manhattan,10028.0,+13479288184,Sandwiches,2022-11-07,Violations were cited in the following area(s).,A,5.0,40.778626320636,-73.962545856846
50102550,AMERICAN WING CAFE/THE EATERY (PUBLIC CAFETERIA)inside MET Museum,Manhattan,10028.0,+19178795500,Sandwiches/Salads/Mixed Buffet,2022-11-07,Violations were cited in the following area(s).,A,12.0,40.778626320636,-73.962545856846
50102551,BALCONY LOUNGE,Manhattan,10028.0,+13473620904,American,2023-06-22,Violations were cited in the following area(s).,A,10.0,40.778626320636,-73.962545856846
50102553,VALDES HOUSE BAR RESTAURANT,Queens,11369.0,+13478853498,Latin American,2023-11-13,Violations were cited in the following area(s).,B,21.0,40.760133240618,-73.877474980516
50102554,A & S CAFE,Queens,11354.0,+17187049799,Bagels/Pretzels,2022-12-06,Violations were cited in the following area(s).,A,10.0,40.764111499236,-73.827141332995
50102557,MARCONIS PIZZA,Bronx,10467.0,+17187984970,Pizza,2023-11-20,Violations were cited in the following area(s).,A,12.0,40.880869664297,-73.878043591196
50102559,HUITLACOCHE TAQUERIA RESTAURANT,Queens,11385.0,+13477439748,Mexican,2023-12-12,Violations were cited in the following area(s).,A,11.0,40.701825670703,-73.906056355788
50102561,PINK METAL,Brooklyn,11206.0,+13474538138,American,2022-11-12,Violations were cited in the following area(s).,A,12.0,40.707304941965,-73.939769111603
50102562,Gran Morelos Diner and Bakery,Brooklyn,11211.0,+17182189441,American,2023-01-23,Violations were cited in the following area(s).,A,7.0,40.711671078267,-73.943606705893
50102575,VOILA AFRIQUE,Manhattan,10017.0,+19173273540,African,2022-01-11,Violations were cited in the following area(s).,A,8.0,40.751642278488,-73.970862398401
50102582,INWOOD PIZZA,Manhattan,10034.0,+16463090660,Pizza,2023-01-10,Violations were cited in the following area(s).,A,11.0,40.864900899389,-73.922380189584
50102604,THE RED GRILL MEXICAN RESTAURANT,Manhattan,10128.0,+19178603713,Mexican,2023-02-28,Violations were cited in the following area(s).,A,12.0,40.779272365993,-73.950734665206
50102608,DUNKIN DONUTS,Queens,11414.0,+17182964295,Donuts,2023-12-07,Violations were cited in the following area(s).,A,3.0,40.671908650294,-73.856674964145
50102626,TOFU STORY/COFFEE STORY,Queens,11354.0,+13475060797,Korean,2023-08-17,Violations were cited in the following area(s).,A,10.0,40.764889406599,-73.812147001374
50102634,MR. ZENG KITCHEN,Queens,11419.0,+17188432511,Chinese,2023-02-15,Violations were cited in the following area(s).,A,12.0,40.685651462869,-73.828477693971
50102637,LINCOLN HOT PIZZA,Bronx,10451.0,+19173404740,Pizza,2023-12-26,Violations were cited in the following area(s).,Z,40.0,40.817593393636,-73.923544727201
50102646,TACOMBI,Manhattan,10004.0,+19172617136,Tex-Mex,2022-12-06,Violations were cited in the following area(s).,A,12.0,40.704644025595,-74.011570329533
50102647,NEW MASTER WONTON,Brooklyn,11204.0,+17183368026,Chinese,2023-09-06,Violations were cited in the following area(s).,A,13.0,40.614220491569,-73.9743155155
50102664,BURGER KING,Queens,11416.0,+17188458710,Hamburgers,2023-01-19,Violations were cited in the following area(s).,A,7.0,40.687688624585,-73.850417311968
50102665,MERA,Brooklyn,11223.0,+13479679403,Mediterranean,2022-10-29,Violations were cited in the following area(s).,A,7.0,40.605169358791,-73.980210765139
50102666,BURGER KING,Brooklyn,11214.0,+17182651130,Hamburgers,2023-06-30,Violations were cited in the following area(s).,A,13.0,40.602319101157,-73.994443406626
50102668,APOLLO CAFE & BAKERY,Queens,11355.0,+19173738400,Coffee/Tea,2022-10-24,Violations were cited in the following area(s).,A,10.0,40.754797811433,-73.836012342281
50102670,SAN LOCO,Manhattan,10009.0,+12122607948,Mexican,2022-09-07,Violations were cited in the following area(s).,A,2.0,40.724267733751,-73.978732152523
50102671,GRAND SEAPORT BUFFET,Brooklyn,11235.0,+19179167378,Chinese,2023-03-08,Violations were cited in the following area(s).,C,30.0,40.583719371089,-73.947232518173
50102673,MODHUBON SWEETS & RESTAURANT,Brooklyn,11218.0,+17189300025,Bangladeshi,2023-08-23,Violations were cited in the following area(s).,A,11.0,40.642649311526,-73.979799635048
50102688,CRUZ BAKERY,Manhattan,10032.0,+13472456997,Bakery Products/Desserts,2023-09-28,Violations were cited in the following area(s).,B,18.0,40.836336028501,-73.940006007728
50102706,TOP THAI,Manhattan,10014.0,+19175478933,Thai,2023-10-24,Violations were cited in the following area(s).,A,6.0,40.729772884102,-74.004214233369
50102738,G &L CAJUN GRILL,Queens,11432.0,+16468815538,Chinese,2023-02-08,Violations were cited in the following area(s).,B,20.0,40.704925654032,-73.799905852626
50102740,HAMLET COFFEE COMPANY,Brooklyn,11225.0,+17186122743,Coffee/Tea,2022-11-07,Violations were cited in the following area(s).,A,7.0,40.660987793179,-73.953565263897
50102756,DUFFY'S,Staten Island,10310.0,+17184479276,American,2022-08-12,Violations were cited in the following area(s).,A,11.0,40.629743669867,-74.110813872755
50102758,Not Today Maybe Tomorrow,Brooklyn,11211.0,+19179479965,American,2023-05-15,Violations were cited in the following area(s).,A,12.0,40.714572487639,-73.943990217508
50102761,CARDINAL CAFE,Queens,11433.0,+17182625178,Coffee/Tea,2023-04-25,Violations were cited in the following area(s).,A,7.0,40.702524573156,-73.795577947089
50102766,SUITED,Manhattan,10038.0,+17163376030,Coffee/Tea,2022-06-03,Violations were cited in the following area(s).,A,10.0,40.709233586112,-74.00800023835
50102771,KENNEDY CHICKEN & WAFFLE,Brooklyn,11233.0,+17189685875,Chicken,2022-10-18,Violations were cited in the following area(s).,A,9.0,40.679006295223,-73.921566268361
50102778,BESO,Staten Island,10301.0,+13474891694,Spanish,2023-10-17,Violations were cited in the following area(s).,A,12.0,40.640383626683,-74.075649706706
50102786,HAPPY VEGGIE RESTAURANT,Manhattan,10013.0,+16462431396,Vegetarian,2023-03-23,Violations were cited in the following area(s).,A,8.0,40.716383971332,-73.998012350741
50102803,PAN RICO AMBATENO,Brooklyn,11237.0,+19179660460,Bakery Products/Desserts,2022-07-21,Violations were cited in the following area(s).,A,10.0,40.701717862146,-73.923494196871
50102822,OBENTOYASAN,Brooklyn,11232.0,+16462394969,Japanese,2023-10-11,Violations were cited in the following area(s).,A,10.0,40.655949396466,-74.005993565784
50102824,HACHI,Brooklyn,11232.0,+19176795983,Japanese,2023-05-08,Violations were cited in the following area(s).,A,9.0,40.655949396466,-74.005993565784
